scenario,mois,date_calendrier,annee,equipes,independants,organisateurs,organisateurs_solo,organisateurs_pro,clubs_tri,coachs_tri,athletes_tri,coachs_running,clubs_running,clients_multisport,clients_total_endurance,mrr_multisport,part_mrr_multisport_pct,arpu_equipe,mrr_equipes,mrr_independants,mrr_abonnements,mrr_marketplace,gmv_marketplace_mois,missions_vacataires_mois,commission_missions_pct,part_mrr_international_pct,mrr_enterprise,mrr_total,arr,marge_brute_pct,marge_brute_eur,cogs_variables,couts_infra_outils,couts_rh_equipe,effectif_etp,salaire_fondateur_net,dividendes_fondateur_net,remuneration_totale_net,remuneration_lissee_annuelle,mode_remuneration,cout_total_mensuel,resultat_net,tresorerie,multiple_valorisation,valorisation_eur,vs_ippogee,objectif_15k,objectif_100M
Leader Dual-Track (FR + EN/WT),11,oct. 2028,Y1,61.3,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,75.0,4628.0,3529.0,8157.0,0.0,0.0,0.0,0.0,9.3,0,8157.0,97888.0,84.0,6855.0,1302.0,2200.0,1550.0,4,1663.0,0.0,1663.0,4089.0,optimal,6855.0,0.0,112409.0,7.0,685218.0,En cours,,
Leader Dual-Track (FR + EN/WT),12,nov. 2028,Y1,69.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,0.0,0.0,76.0,5218.0,4034.0,9252.0,0.0,0.0,0.0,0.0,10.5,0,9252.0,111023.0,84.1,7777.0,1475.0,2200.0,1550.0,4,2000,0.0,2000.0,5749.0,optimal,7483.0,293.0,112702.0,9.0,999209.0,En cours,,
Leader Dual-Track (FR + EN/WT),13,déc. 2028,Y2,76.7,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,0.0,77.0,5879.0,4544.0,10423.0,0.0,0.0,0.0,0.0,11.7,0,10423.0,125070.0,84.1,8764.0,1659.0,4800.0,1550.0,4,1293.0,0.0,1293.0,6500.0,optimal,8764.0,0.0,112702.0,9.0,1125630.0,En cours,,
Leader Dual-Track (FR + EN/WT),14,jan. 2029,Y2,84.5,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,78.0,6561.0,5058.0,11619.0,0.0,0.0,0.0,0.0,12.8,0,11619.0,139423.0,84.1,9772.0,1846.0,4800.0,1550.0,4,1833.0,0.0,1833.0,7607.0,optimal,9772.0,0.0,112702.0,9.0,1254808.0,En cours,,
Leader Dual-Track (FR + EN/WT),15,fév. 2029,Y2,92.4,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,0.0,79.0,7264.0,5577.0,12840.0,0.0,0.0,0.0,0.0,14.0,0,12840.0,154085.0,84.1,10803.0,2037.0,4800.0,1550.0,4,2386.0,0.0,2386.0,9008.0,optimal,10803.0,0.0,112702.0,9.0,1386762.0,En cours,,
Leader Dual-Track (FR + EN/WT),16,mars 2029,Y2,100.4,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0,0.0,80.0,7988.0,6100.0,14088.0,0.0,0.0,0.0,0.0,15.2,0,14088.0,169057.0,84.2,11857.0,2231.0,4800.0,1550.0,4,2500,0.0,2500.0,10320.0,optimal,11017.0,840.0,113543.0,9.0,1521516.0,En cours,,
Leader Dual-Track (FR + EN/WT),17,avr. 2029,Y2,108.4,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,81.0,8735.0,6627.0,15362.0,0.0,0.0,0.0,0.0,16.3,0,15362.0,184343.0,84.2,12933.0,2429.0,4800.0,1550.0,4,2500,0.0,2500.0,11478.0,optimal,11017.0,1916.0,115459.0,9.0,1659091.0,En cours,,
Leader Dual-Track (FR + EN/WT),18,mai 2029,Y2,116.4,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,0.0,0.0,82.0,9503.0,7159.0,16662.0,0,0.0,0.0,11.5,17.5,0,16662.0,199946.0,84.2,14032.0,2630.0,4800.0,1550.0,4,2500,0.0,2500.0,12507.0,optimal,11017.0,3015.0,118474.0,10.7,2139417.0,En cours,,
Leader Dual-Track (FR + EN/WT),19,juin 2029,Y2,128.5,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,83.0,10615.0,8012.0,18628.0,40.0,399.0,0.5,11.5,19.6,0,18668.0,224011.0,84.3,15730.0,2938.0,4816.0,1550.0,4,2500,0.0,2500.0,13428.0,optimal,11033.0,4697.0,123171.0,10.7,2396917.0,En cours,,
Leader Dual-Track (FR + EN/WT),20,juil. 2029,Y2,140.7,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0.0,0.0,84.0,11770.0,8882.0,20652.0,90.0,895.0,1.1,11.5,21.7,0,20742.0,248905.0,84.3,17487.0,3255.0,4832.0,1550.0,4,2500,0.0,2500.0,14256.0,optimal,11049.0,6439.0,129610.0,10.7,2663287.0,En cours,,
Leader Dual-Track (FR + EN/WT),21,août 2029,Y2,153.2,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,0.0,0.0,85.0,12969.0,9768.0,22737.0,150.0,1496.0,1.8,11.5,23.8,0,22887.0,274644.0,84.4,19306.0,3581.0,4848.0,1550.0,4,2500,0.0,2500.0,15006.0,optimal,11065.0,8242.0,137851.0,10.7,2938689.0,En cours,,
Leader Dual-Track (FR + EN/WT),22,sept. 2029,Y2,165.9,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,0.0,0.0,86.0,14212.0,10670.0,24882.0,222.0,2209.0,2.7,11.5,25.8,0,25103.0,301242.0,84.4,21188.0,3916.0,4864.0,1550.0,4,2500,0.0,2500.0,15688.0,optimal,11081.0,10107.0,147959.0,10.7,3223287.0,En cours,,
Leader Dual-Track (FR + EN/WT),23,oct. 2029,Y2,178.8,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.0,0.0,0.0,87.0,15500.0,11587.0,27087.0,306.0,3043.0,3.7,11.5,27.9,0,27393.0,328715.0,84.4,23133.0,4260.0,4880.0,1550.0,4,2500,0.0,2500.0,16310.0,optimal,11097.0,12037.0,159995.0,10.7,3517247.0,En cours,,
Leader Dual-Track (FR + EN/WT),24,nov. 2029,Y2,191.9,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,0.0,0.0,88.0,16834.0,12520.0,29354.0,402.0,4007.0,4.9,11.5,30.0,0,29757.0,357078.0,84.5,25143.0,4613.0,4896.0,6050.0,5,2500,5637.0,8137.0,19699.0,optimal,15763.0,9381.0,905153.0,12.1,4320648.0,En cours,,
Leader Dual-Track (FR + EN/WT),25,déc. 2029,Y3,205.2,1642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.0,0.0,0.0,89.0,18290.0,13468.0,31758.0,519.0,5169.0,6.3,11.5,32.1,0,32277.0,387319.0,84.6,27290.0,4986.0,8698.0,6050.0,5,5000,0.0,5000.0,21311.0,optimal,24232.0,3059.0,908212.0,10.6,4105579.0,En cours,,
Leader Dual-Track (FR + EN/WT),26,jan. 2030,Y3,218.7,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,0.0,0.0,91.0,19802.0,14431.0,34233.0,653.0,6503.0,7.9,11.5,34.2,0,34886.0,418637.0,84.6,29516.0,5371.0,8727.0,6050.0,5,5000,0.0,5000.0,22799.0,optimal,24260.0,5256.0,913468.0,10.6,4437551.0,En cours,,
Leader Dual-Track (FR + EN/WT),27,fév. 2030,Y3,232.5,1879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112.0,0.0,0.0,92.0,21374.0,15409.0,36783.0,805.0,8023.0,9.7,11.5,36.3,0,37588.0,451057.0,84.7,31822.0,5766.0,8755.0,6050.0,5,5000,1975.0,6975.0,25055.0,optimal,24288.0,7534.0,918295.0,10.6,4781207.0,En cours,,
Leader Dual-Track (FR + EN/WT),28,mars 2030,Y3,246.2,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2244.0,0.0,0.0,93.0,22942.0,16386.0,39328.0,977.0,9734.0,11.8,11.5,37.2,0,40305.0,483658.0,84.7,34137.0,6168.0,8783.0,6050.0,5,5000,0.0,5000.0,26303.0,optimal,24317.0,9820.0,928116.0,10.6,5126774.0,En cours,,
Leader Dual-Track (FR + EN/WT),29,avr. 2030,Y3,260.1,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2377.0,0.0,0.0,94.0,24549.0,17360.0,41910.0,1169.0,11648.0,14.1,11.5,38.1,0,43079.0,516944.0,84.7,36503.0,6576.0,8812.0,6050.0,5,5000,0.0,5000.0,27465.0,optimal,24345.0,12158.0,940273.0,13.1,6771967.0,En cours,,
Leader Dual-Track (FR + EN/WT),30,mai 2030,Y3,274.0,2236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.0,0.0,0.0,96.0,26195.0,18334.0,44528.0,1382.0,13774.0,16.7,11.5,39.0,0,45911.0,550931.0,84.8,38920.0,6991.0,8840.0,10850.0,6,5000,2209.0,7209.0,29433.0,optimal,29173.0,9747.0,944939.0,13.1,7217191.0,En cours,,
Leader Dual-Track (FR + EN/WT),31,juin 2030,Y3,287.9,2354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2642.0,0.0,0.0,97.0,27879.0,19306.0,47184.0,1618.0,16124.0,19.5,11.5,39.9,0,48803.0,585632.0,84.8,41390.0,7412.0,8868.0,10850.0,6,5000,0.0,5000.0,30419.0,optimal,29202.0,12189.0,957127.0,13.1,7671784.0,En cours,,
Leader Dual-Track (FR + EN/WT),32,juil. 2030,Y3,301.9,2473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775.0,0.0,0.0,98.0,29602.0,20276.0,49878.0,1877.0,18707.0,22.7,11.5,40.8,0,51755.0,621064.0,84.9,43915.0,7840.0,8897.0,10850.0,6,5000,0.0,5000.0,31344.0,optimal,29230.0,14685.0,971812.0,13.1,8135944.0,En cours,,
Leader Dual-Track (FR + EN/WT),33,août 2030,Y3,316.0,2591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907.0,0.0,0.0,99.0,31364.0,21245.0,52609.0,2161.0,21536.0,26.1,11.5,41.8,0,54770.0,657242.0,84.9,46495.0,8275.0,8925.0,10850.0,6,5000,3562.0,8562.0,33507.0,optimal,29258.0,17236.0,982114.0,13.1,8609867.0,En cours,,
Leader Dual-Track (FR + EN/WT),34,sept. 2030,Y3,330.1,2709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039.0,0.0,0.0,100.0,33166.0,22212.0,55378.0,2471.0,24620.0,29.8,11.5,42.7,0,57848.0,694180.0,84.9,49131.0,8717.0,8953.0,10850.0,6,5000,0.0,5000.0,34287.0,optimal,29287.0,19844.0,1001958.0,13.1,9093753.0,En cours,,
Leader Dual-Track (FR + EN/WT),35,oct. 2030,Y3,344.2,2827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.0,0.0,0.0,102.0,35006.0,23178.0,58184.0,2807.0,27971.0,33.9,11.5,43.6,0,60991.0,731893.0,85.0,51825.0,9166.0,8982.0,10850.0,6,5000,0.0,5000.0,35021.0,optimal,29315.0,22510.0,1024468.0,13.1,9587798.0,En cours,,
Leader Dual-Track (FR + EN/WT),36,nov. 2030,Y3,358.4,2944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3303.0,0.0,0.0,103.0,36887.0,24143.0,61029.0,3171.0,31599.0,38.3,11.5,44.5,0.0,64200.0,770397.0,85.0,54577.0,9622.0,9010.0,14350.0,7,5000,5744.0,10744.0,37630.0,optimal,32843.0,21734.0,1036278.0,14.6,11247799.0,En cours,,
Leader Dual-Track (FR + EN/WT),37,déc. 2030,Y4,379.1,3114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3493.0,0.0,0.0,104.0,39292.0,25538.0,64830.0,3576.0,35669.0,43.2,11.5,45.4,1333.0,69739.0,836871.0,85.2,59442.0,10297.0,14887.0,14350.0,7,5000,0.0,5000.0,38234.0,optimal,38720.0,20722.0,1057000.0,13.1,10963008.0,En cours,,
Leader Dual-Track (FR + EN/WT),38,jan. 2031,Y4,399.9,3284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3684.0,0.0,0.0,104.0,41734.0,26929.0,68663.0,4011.0,40033.0,48.5,11.5,46.3,2667.0,75341.0,904093.0,85.4,64363.0,10978.0,14933.0,14350.0,7,5000,0.0,5000.0,38807.0,optimal,38767.0,25596.0,1082596.0,13.1,11843615.0,En cours,,
Leader Dual-Track (FR + EN/WT),39,fév. 2031,Y4,420.7,3453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3874.0,0.0,0.0,105.0,44213.0,28318.0,72531.0,4475.0,44699.0,54.2,11.5,47.2,4000.0,81006.0,972073.0,85.6,69340.0,11666.0,14980.0,14350.0,7,5000,4495.0,9495.0,40734.0,optimal,38813.0,30526.0,1104910.0,13.1,12734160.0,En cours,,
Leader Dual-Track (FR + EN/WT),40,mars 2031,Y4,441.6,3622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4064.0,0.0,0.0,106.0,46728.0,29704.0,76432.0,4970.0,49675.0,60.2,11.4,48.2,5333.0,86735.0,1040823.0,85.7,74374.0,12361.0,15027.0,14350.0,7,5000,0.0,5000.0,41215.0,optimal,38860.0,35514.0,1140424.0,13.1,13634783.0,En cours,,
Leader Dual-Track (FR + EN/WT),41,avr. 2031,Y4,462.5,3791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4254.0,0.0,0.0,107.0,49280.0,31086.0,80367.0,5496.0,54969.0,66.6,11.4,49.1,6667.0,92529.0,1110353.0,85.9,79467.0,13062.0,15073.0,14350.0,7,5000,0.0,5000.0,41674.0,optimal,38907.0,40561.0,1180985.0,13.1,14545621.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),42,mai 2031,Y4,483.6,3959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4443.0,0.0,0.0,107.0,51869.0,32466.0,84335.0,6054.0,60589.0,73.4,11.4,50.0,8000.0,98389.0,1180673.0,86.0,84619.0,13770.0,15120.0,19850.0,8,5000,7569.0,12569.0,44273.0,optimal,44453.0,40166.0,1208727.0,13.1,15466813.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),43,juin 2031,Y4,504.5,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4630.0,0.0,0.0,108.0,54476.0,33828.0,88305.0,6377.0,63858.0,77.4,11.4,50.0,9333.0,104015.0,1248180.0,86.1,89551.0,14464.0,15120.0,19850.0,8,5000,0.0,5000.0,44638.0,optimal,44453.0,45098.0,1253825.0,13.1,16351153.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),44,juil. 2031,Y4,525.3,4289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4815.0,0.0,0.0,109.0,57102.0,35174.0,92276.0,6703.0,67167.0,81.4,11.4,50.0,10667.0,109645.0,1315741.0,86.2,94488.0,15157.0,15120.0,19850.0,8,5000,0.0,5000.0,44987.0,optimal,44453.0,50034.0,1303860.0,13.1,17236205.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),45,août 2031,Y4,545.9,4452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4997.0,0.0,0.0,109.0,59745.0,36502.0,96247.0,7033.0,70516.0,85.5,11.4,50.0,12000.0,115280.0,1383356.0,86.3,99429.0,15851.0,15120.0,19850.0,8,5000,10211.0,15211.0,48044.0,optimal,44453.0,54976.0,1342793.0,13.1,18121970.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),46,sept. 2031,Y4,566.5,4612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5178.0,0.0,0.0,110.0,62405.0,37814.0,100220.0,7366.0,73902.0,89.6,11.4,50.0,13333.0,120919.0,1451027.0,86.3,104375.0,16544.0,15120.0,19850.0,8,5000,0.0,5000.0,48304.0,optimal,44453.0,59921.0,1402714.0,13.1,19008448.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),47,oct. 2031,Y4,587.0,4770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5356.0,0.0,0.0,111.0,65083.0,39110.0,104193.0,7703.0,77328.0,93.7,11.4,50.0,14667.0,126563.0,1518751.0,86.4,109325.0,17238.0,15120.0,19850.0,8,5000,0.0,5000.0,48553.0,optimal,44453.0,64872.0,1467585.0,15.1,22933141.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),48,nov. 2031,Y4,607.3,4926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5533.0,0.0,0.0,112.0,67778.0,40390.0,108168.0,8043.0,80791.0,97.9,11.4,50.0,16000.0,132211.0,1586530.0,86.4,114280.0,17931.0,15120.0,26850.0,9,5000,13549.0,18549.0,52178.0,optimal,51453.0,62826.0,3510611.0,17.1,27129662.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),49,déc. 2031,Y5,627.7,5081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5709.0,0.0,0.0,112.0,70465.0,41666.0,112131.0,8389.0,84314.0,102.2,11.4,50.9,17333.0,137853.0,1654237.0,86.5,119223.0,18630.0,15159.0,26850.0,9,5000,0.0,5000.0,52338.0,optimal,51492.0,67731.0,3578342.0,15.6,25806098.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),50,jan. 2032,Y5,648.2,5237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885.0,0.0,0.0,113.0,73183.0,42940.0,116123.0,8740.0,87896.0,106.5,11.4,51.8,18667.0,143530.0,1722361.0,86.5,124197.0,19333.0,15198.0,26850.0,9,5000,0.0,5000.0,52491.0,optimal,51531.0,72666.0,3651008.0,15.6,26868838.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),51,fév. 2032,Y5,668.7,5391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6060.0,0.0,0.0,114.0,75934.0,44210.0,120144.0,9098.0,91539.0,111.0,11.4,52.7,20000.0,149242.0,1790904.0,86.6,129201.0,20041.0,15237.0,26850.0,9,5000,22983.0,27983.0,58046.0,optimal,51570.0,77631.0,3696424.0,15.6,27938098.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),52,mars 2032,Y5,689.2,5546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235.0,0.0,0.0,114.0,78717.0,45478.0,124195.0,9460.0,95242.0,115.4,11.4,53.6,21333.0,154989.0,1859865.0,86.6,134234.0,20755.0,15276.0,26850.0,9,5000,0.0,5000.0,58084.0,optimal,51609.0,82625.0,3779049.0,15.6,29013891.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),53,avr. 2032,Y5,709.8,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410.0,0.0,0.0,115.0,81532.0,46743.0,128275.0,9829.0,99005.0,120.0,11.4,54.4,22667.0,160770.0,1929246.0,86.6,139297.0,21473.0,15314.0,26850.0,9,5000,0.0,5000.0,58120.0,optimal,51648.0,87649.0,3866698.0,15.6,30096230.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),54,mai 2032,Y5,730.5,5854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6585.0,0.0,0.0,116.0,84378.0,48005.0,132384.0,10203.0,102828.0,124.6,11.4,55.3,24000.0,166587.0,1999047.0,86.7,144390.0,22197.0,15353.0,26850.0,9,5000,28031.0,33031.0,64384.0,optimal,51687.0,92704.0,3920546.0,15.6,31185126.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),55,juin 2032,Y5,751.2,6008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6759.0,0.0,0.0,116.0,87258.0,49265.0,136523.0,10583.0,106712.0,129.3,11.4,56.2,25333.0,172439.0,2069269.0,86.7,149514.0,22925.0,15392.0,26850.0,9,5000,0.0,5000.0,64304.0,optimal,51726.0,97788.0,4018334.0,15.6,32280590.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),56,juil. 2032,Y5,772.0,6161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6933.0,0.0,0.0,117.0,90169.0,50522.0,140690.0,10969.0,110657.0,134.1,11.4,57.1,26667.0,178326.0,2139912.0,86.7,154667.0,23659.0,15431.0,26850.0,9,5000,0.0,5000.0,64227.0,optimal,51764.0,102903.0,4121237.0,15.6,33382634.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),57,août 2032,Y5,792.8,6314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7107.0,0.0,0.0,117.0,93112.0,51776.0,144888.0,11360.0,114662.0,139.0,11.3,58.0,28000.0,184248.0,2210979.0,86.8,159851.0,24398.0,15470.0,26850.0,9,5000,33169.0,38169.0,71136.0,optimal,51803.0,108047.0,4183666.0,15.6,34491270.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),58,sept. 2032,Y5,813.6,6467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7280.0,0.0,0.0,118.0,96087.0,53028.0,149115.0,11757.0,118729.0,143.9,11.3,58.0,29333.0,190206.0,2282468.0,86.8,165064.0,25141.0,15509.0,26850.0,9,5000,0.0,5000.0,70944.0,optimal,51842.0,113222.0,4296888.0,15.6,35606507.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),59,oct. 2032,Y5,834.6,6619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.0,0.0,0.0,119.0,99095.0,54276.0,153371.0,12160.0,122857.0,148.9,11.3,58.0,30667.0,196198.0,2354382.0,86.8,170308.0,25890.0,15548.0,26850.0,9,5000,0.0,5000.0,70759.0,optimal,51881.0,118427.0,4415315.0,15.6,36728356.0,DÉPASSÉ,,
